Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer,Yield,Rainfall
22.26,42.14,35.5,Loamy,Millets,22,0,17,10/26/2026,17.16,106.94
27.59,59.58,58.65,Sandy,Barley,13,7,34,DAP,25.79,137.53
28.0,41.61,30.62,Red,Oil seeds,23,0,22,17-17-17,17.04,93.79
29.15,57.67,32.35,Black,Sugarcane,34,0,1,10/26/2026,17.49,130.98
31.09,62.05,42.38,Red,Cotton,5,15,18,17-17-17,20.38,132.59
20.86,49.09,28.16,Loamy,Paddy,28,0,20,28-28,17.74,110.53
34.1,57.33,56.67,Black,Tobacco,34,0,4,Urea,22.77,120.75
26.9,52.19,33.57,Red,Cotton,31,0,0,17-17-17,16.58,106.6
26.55,52.44,67.67,Black,Ground Nuts,5,0,14,Urea,21.63,117.4
26.56,57.43,26.53,Red,Tobacco,7,17,15,14-35-14,16.9,137.11
31.72,58.72,70.0,Sandy,Sugarcane,13,0,42,28-28,28.12,128.31
25.55,50.88,27.55,Loamy,Cotton,8,19,12,17-17-17,16.45,106.8
31.42,59.9,29.07,Black,Millets,11,8,30,17-17-17,19.15,127.54
28.24,51.23,42.62,Red,Cotton,19,0,38,DAP,22.2,108.98
30.09,46.89,35.95,Loamy,Wheat,32,4,0,14-35-14,17.28,105.17
28.94,62.47,31.99,Loamy,Sugarcane,38,2,3,17-17-17,19.09,141.38
39.33,59.27,40.62,Clayey,Wheat,17,0,43,10/26/2026,23.05,107.84
29.89,55.53,32.61,Loamy,Barley,17,0,14,20-20,16.73,114.08
30.28,56.11,40.03,Sandy,Pulses,33,4,2,20-20,19.47,115.79
40.0,63.63,40.65,Clayey,Millets,10,3,27,17-17-17,20.49,121.76
36.4,55.11,26.14,Red,Wheat,18,0,17,DAP,15.99,105.16
27.28,47.79,29.37,Clayey,Millets,25,0,18,Urea,17.1,107.03
27.38,53.83,55.09,Red,Maize,15,0,40,28-28,24.65,119.76
29.14,64.95,36.54,Black,Paddy,12,0,35,17-17-17,20.85,134.64
32.93,62.73,59.96,Loamy,Paddy,17,0,37,10/26/2026,26.36,130.26
24.71,50.55,62.03,Red,Pulses,8,0,10,17-17-17,20.16,120.46
29.94,58.85,54.14,Sandy,Cotton,12,14,12,DAP,22.41,120.79
29.48,59.59,66.35,Black,Pulses,26,3,20,10/26/2026,26.58,130.46
31.0,51.8,44.91,Sandy,Sugarcane,15,2,12,20-20,18.51,116.15
28.55,67.66,35.99,Loamy,Pulses,12,3,39,20-20,22.06,151.01
31.06,58.49,40.24,Black,Cotton,6,15,19,DAP,19.9,121.49
23.88,52.3,27.19,Black,Cotton,35,0,0,DAP,15.92,129.09
30.3,45.03,57.51,Loamy,Sugarcane,12,3,13,17-17-17,20.21,97.5
23.43,55.73,32.02,Sandy,Millets,25,1,14,20-20,17.98,128.77
30.56,67.31,36.79,Clayey,Sugarcane,12,4,10,20-20,17.99,140.19
27.68,57.8,70.0,Red,Wheat,4,11,27,14-35-14,26.08,132.84
25.34,50.98,53.43,Loamy,Oil seeds,12,0,43,10/26/2026,24.03,114.62
24.4,47.18,49.55,Loamy,Cotton,7,18,16,17-17-17,20.78,106.87
31.8,56.53,35.42,Loamy,Barley,7,0,5,14-35-14,14.54,116.74
22.54,58.92,51.76,Red,Maize,10,4,11,10/26/2026,19.99,139.41
35.49,77.62,56.57,Clayey,Ground Nuts,12,9,30,20-20,26.73,162.03
25.05,49.33,48.69,Loamy,Maize,19,1,23,DAP,21.12,111.06
26.52,47.52,49.4,Red,Oil seeds,14,6,32,17-17-17,22.43,104.44
36.29,74.2,54.68,Sandy,Paddy,42,3,0,17-17-17,25.11,140.22
32.94,50.95,43.98,Sandy,Barley,42,3,0,DAP,20.64,105.57
27.87,49.55,33.0,Clayey,Tobacco,12,0,38,Urea,19.05,116.76
29.86,65.84,66.44,Red,Barley,2,13,34,28-28,27.22,137.48
30.39,54.61,51.82,Black,Tobacco,27,0,20,14-35-14,22.88,117.23
23.19,50.83,60.22,Sandy,Millets,7,0,11,17-17-17,19.83,117.46
25.12,58.07,40.47,Sandy,Sugarcane,12,2,10,14-35-14,17.5,127.8
29.41,52.87,50.35,Black,Cotton,7,6,31,17-17-17,21.96,123.23
38.48,80.0,59.16,Red,Oil seeds,37,0,0,Urea,25.38,155.9
25.8,57.61,40.46,Red,Barley,2,17,17,DAP,19.25,129.83
25.27,55.44,29.6,Clayey,Ground Nuts,16,3,12,10/26/2026,16.11,130.14
26.56,58.48,45.6,Sandy,Ground Nuts,10,9,36,DAP,23.22,128.55
30.71,56.3,70.0,Black,Maize,2,8,27,10/26/2026,25.18,108.06
24.99,65.8,51.83,Black,Barley,12,12,25,10/26/2026,24.3,149.29
28.61,46.05,42.05,Sandy,Oil seeds,11,16,20,28-28,20.07,110.37
32.63,64.54,36.41,Clayey,Ground Nuts,4,22,18,28-28,20.34,132.75
24.98,47.19,51.65,Sandy,Oil seeds,30,3,2,28-28,20.3,114.23
27.93,46.76,56.5,Black,Paddy,7,2,15,28-28,19.58,104.2
31.01,66.62,62.69,Sandy,Tobacco,17,2,36,Urea,27.45,134.2
39.26,60.36,29.14,Loamy,Maize,14,0,40,17-17-17,19.96,112.45
31.29,59.62,56.81,Sandy,Oil seeds,14,8,9,17-17-17,21.97,121.55
32.1,50.44,47.36,Red,Pulses,10,4,32,Urea,21.42,106.88
28.35,59.56,34.46,Red,Pulses,45,3,0,10/26/2026,20.05,131.86
26.57,54.52,46.1,Black,Wheat,39,0,0,DAP,20.52,119.42
40.0,77.35,41.55,Sandy,Ground Nuts,6,5,28,10/26/2026,21.89,147.87
37.24,59.64,30.67,Red,Ground Nuts,41,0,2,28-28,18.55,114.89
28.4,57.3,49.24,Clayey,Sugarcane,8,17,10,DAP,20.83,129.83
33.83,56.31,25.41,Sandy,Maize,18,0,23,20-20,16.86,103.99
27.47,58.13,56.8,Black,Tobacco,10,13,9,14-35-14,21.97,130.15
32.01,56.9,39.16,Red,Sugarcane,17,13,14,20-20,20.12,120.32
23.69,59.77,47.95,Clayey,Pulses,39,1,0,DAP,21.57,128.42
30.22,60.34,59.66,Black,Paddy,9,0,14,Urea,21.42,130.26
25.24,46.57,36.23,Loamy,Maize,32,0,0,Urea,16.7,111.71
26.8,60.69,60.28,Loamy,Wheat,15,0,11,17-17-17,22.03,131.81
32.37,56.56,65.45,Sandy,Ground Nuts,37,3,0,10/26/2026,24.75,113.09
23.86,55.45,24.43,Loamy,Millets,13,0,35,Urea,17.63,128.86
34.18,58.31,46.39,Sandy,Maize,36,0,0,28-28,20.51,113.18
39.42,76.38,57.33,Black,Maize,13,3,43,17-17-17,27.95,140.79
24.86,54.46,36.36,Clayey,Millets,37,0,0,Urea,18.27,123.33
32.95,62.26,50.04,Sandy,Paddy,14,17,7,28-28,21.93,127.23
29.78,59.94,29.17,Sandy,Pulses,22,0,19,17-17-17,17.98,132.02
27.48,60.62,44.8,Black,Sugarcane,14,2,11,20-20,19.07,132.56
36.73,71.35,70.0,Black,Sugarcane,11,4,38,Urea,29.09,132.68
27.49,63.32,26.02,Red,Pulses,13,0,38,Urea,19.19,138.82
30.69,59.81,37.29,Loamy,Oil seeds,21,0,23,Urea,20.04,134.43
29.14,58.46,36.98,Loamy,Barley,40,0,3,10/26/2026,19.69,119.96
32.52,57.58,57.94,Clayey,Maize,42,0,0,17-17-17,23.65,121.34
23.05,52.61,60.11,Black,Tobacco,31,0,3,28-28,22.38,119.92
29.48,60.63,42.23,Clayey,Ground Nuts,5,8,19,17-17-17,19.31,126.56
25.33,53.26,27.11,Red,Pulses,12,3,38,10/26/2026,18.7,121.46
26.0,57.01,31.36,Loamy,Oil seeds,42,0,0,17-17-17,18.27,129.55
30.09,62.9,44.53,Red,Sugarcane,38,0,0,17-17-17,20.9,129.51
27.83,53.2,58.73,Loamy,Pulses,14,0,32,17-17-17,23.97,126.58
37.81,73.97,40.95,Black,Maize,13,2,36,17-17-17,23.24,147.61
36.87,61.5,54.95,Loamy,Tobacco,12,4,8,17-17-17,20.74,124.95
30.98,66.44,29.27,Sandy,Cotton,35,4,0,17-17-17,18.35,134.49
30.41,52.79,24.79,Red,Paddy,38,2,0,Urea,16.24,116.48
35.69,58.61,58.14,Red,Maize,14,9,10,20-20,22.44,111.68
23.11,53.38,41.79,Black,Millets,20,0,23,17-17-17,20.15,121.87
23.82,59.74,65.58,Black,Tobacco,7,1,4,17-17-17,20.89,148.23
34.2,72.31,28.33,Black,Tobacco,33,0,0,14-35-14,17.85,152.26
34.22,74.96,58.79,Red,Oil seeds,13,0,9,28-28,22.55,143.17
36.98,73.11,41.32,Clayey,Paddy,41,4,0,28-28,22.33,133.54
34.68,76.53,33.78,Black,Millets,9,0,44,Urea,22.36,149.29
24.22,50.03,55.39,Clayey,Barley,9,0,37,20-20,22.98,107.1
34.25,73.29,38.06,Loamy,Oil seeds,8,1,7,14-35-14,17.34,154.19
31.43,64.88,54.37,Sandy,Barley,1,8,27,28-28,22.76,128.94
31.14,61.27,45.36,Black,Barley,14,1,17,17-17-17,20.0,131.68
24.69,54.86,47.9,Black,Ground Nuts,26,0,18,28-28,21.67,126.86
30.39,67.95,35.69,Sandy,Wheat,20,0,18,DAP,19.63,139.0
28.44,46.2,34.75,Clayey,Millets,15,3,15,14-35-14,16.52,98.68
30.6,56.63,35.82,Black,Pulses,1,23,25,10/26/2026,20.18,121.73
25.64,56.54,49.67,Red,Maize,12,12,22,28-28,22.49,122.61
33.35,59.4,66.69,Loamy,Pulses,32,2,4,10/26/2026,24.98,124.54
23.15,58.66,63.44,Loamy,Pulses,37,1,2,17-17-17,24.55,130.3
34.48,70.08,59.13,Clayey,Pulses,25,4,18,17-17-17,25.88,144.61
28.39,51.27,70.0,Clayey,Ground Nuts,10,1,32,17-17-17,25.58,112.17
39.9,73.93,32.55,Black,Wheat,9,9,27,17-17-17,20.65,147.09
32.98,58.76,28.59,Clayey,Cotton,13,10,31,10/26/2026,19.69,119.42
29.66,49.78,23.81,Black,Ground Nuts,12,18,8,Urea,15.44,105.69
30.69,58.35,21.33,Black,Ground Nuts,4,9,27,17-17-17,16.1,132.55
23.98,48.21,35.49,Black,Maize,35,3,1,20-20,17.77,115.96
28.52,72.19,59.12,Clayey,Tobacco,5,12,33,14-35-14,26.54,150.47
31.01,60.4,43.04,Clayey,Millets,12,9,20,DAP,20.8,133.51
27.53,47.05,22.75,Clayey,Cotton,9,0,8,28-28,11.8,98.74
36.9,52.23,24.84,Black,Oil seeds,12,0,33,10/26/2026,16.94,97.9
29.16,61.51,34.35,Black,Sugarcane,35,0,0,20-20,18.27,138.66
27.28,53.81,39.02,Sandy,Ground Nuts,18,0,23,DAP,19.34,117.96
33.4,58.26,40.56,Red,Barley,14,2,32,20-20,21.14,116.42
31.02,54.58,45.71,Red,Barley,11,0,12,10/26/2026,18.05,115.53
24.23,64.12,49.89,Loamy,Oil seeds,26,0,24,20-20,23.89,143.17
21.96,40.71,40.64,Clayey,Oil seeds,9,19,11,20-20,18.05,112.41
34.33,69.34,32.53,Loamy,Maize,44,4,4,14-35-14,21.24,132.65
30.88,66.31,38.96,Clayey,Maize,24,0,24,20-20,21.62,131.41
21.52,61.31,30.52,Loamy,Ground Nuts,9,0,37,14-35-14,19.13,146.29
29.67,64.78,21.0,Black,Barley,12,0,42,Urea,18.78,138.69
30.52,62.11,23.07,Black,Pulses,33,1,4,28-28,16.52,130.68
26.59,52.55,41.35,Sandy,Maize,7,0,46,17-17-17,21.47,115.01
32.62,59.63,50.0,Clayey,Oil seeds,9,19,22,10/26/2026,23.46,119.98
32.95,59.16,69.03,Clayey,Cotton,33,1,0,20-20,24.82,128.57
28.56,43.97,24.88,Loamy,Tobacco,10,11,8,17-17-17,13.72,84.72
35.74,66.71,37.68,Sandy,Pulses,10,9,32,DAP,21.86,126.8
26.35,50.4,53.76,Black,Tobacco,12,0,32,10/26/2026,22.39,116.22
33.8,70.5,42.98,Sandy,Cotton,7,4,32,20-20,22.1,144.31
28.08,58.23,37.23,Clayey,Tobacco,39,2,0,14-35-14,19.42,122.81
32.56,71.98,46.27,Loamy,Wheat,20,1,21,14-35-14,22.75,148.38
29.64,49.17,34.47,Clayey,Wheat,19,0,16,17-17-17,17.06,99.16
31.55,58.9,47.7,Sandy,Ground Nuts,5,16,18,DAP,21.28,123.72
35.51,53.67,32.47,Clayey,Pulses,33,0,0,DAP,16.81,107.59
33.2,60.31,55.18,Black,Paddy,12,10,30,28-28,24.87,124.24
23.28,48.32,43.9,Red,Paddy,8,11,13,20-20,18.41,119.19
40.0,65.13,40.28,Loamy,Barley,9,0,39,Urea,21.77,127.52
27.91,62.4,41.2,Red,Pulses,8,16,17,28-28,20.63,141.67
23.03,49.38,40.47,Black,Wheat,23,0,18,10/26/2026,19.18,116.78
25.88,54.24,40.43,Clayey,Tobacco,39,4,4,DAP,20.56,113.49
31.64,51.55,63.79,Loamy,Tobacco,35,2,2,28-28,23.76,106.72
27.32,59.41,44.2,Loamy,Tobacco,7,12,21,Urea,20.78,129.6
33.87,61.94,45.99,Loamy,Cotton,10,19,16,14-35-14,22.14,126.39
30.04,44.44,43.27,Clayey,Sugarcane,8,10,10,17-17-17,17.3,106.17
37.53,59.1,32.18,Red,Ground Nuts,10,3,37,14-35-14,19.85,113.0
33.8,60.2,43.21,Sandy,Tobacco,16,0,27,Urea,21.11,121.58
21.7,60.92,26.89,Sandy,Ground Nuts,11,12,21,28-28,18.07,139.34
31.15,63.09,30.51,Clayey,Ground Nuts,4,5,32,20-20,18.56,132.7
27.1,42.29,35.96,Black,Paddy,9,4,39,Urea,19.22,97.48
33.97,66.11,59.93,Clayey,Wheat,36,0,0,14-35-14,24.0,133.56
32.8,46.19,20.0,Red,Maize,8,6,28,DAP,14.92,104.88
32.16,70.3,57.02,Black,Tobacco,30,0,0,20-20,22.93,150.52
24.65,46.46,27.78,Sandy,Paddy,10,0,40,14-35-14,17.7,102.99
29.46,43.41,40.69,Black,Wheat,18,0,20,10/26/2026,18.18,85.63
28.74,50.71,37.75,Loamy,Tobacco,18,1,19,20-20,18.32,105.36
40.0,74.62,44.27,Red,Sugarcane,37,4,3,14-35-14,22.92,137.68
28.67,61.38,48.54,Black,Maize,24,0,24,14-35-14,23.05,127.4
22.28,43.79,63.73,Clayey,Maize,11,3,6,28-28,20.12,110.51
32.21,72.67,58.11,Clayey,Oil seeds,36,4,3,20-20,25.34,157.09
27.73,61.49,20.0,Clayey,Maize,14,0,35,Urea,17.5,137.05
25.85,55.63,47.46,Clayey,Oil seeds,19,4,26,20-20,22.41,132.52
27.63,56.77,28.61,Clayey,Cotton,37,0,4,10/26/2026,17.55,128.98
30.45,71.76,45.74,Red,Oil seeds,14,11,13,DAP,22.02,151.33
20.48,55.53,65.44,Loamy,Ground Nuts,10,12,12,Urea,23.74,129.46
34.12,58.21,42.94,Sandy,Pulses,11,2,39,10/26/2026,22.21,127.35
25.45,45.61,41.12,Clayey,Maize,0,17,19,10/26/2026,18.18,104.39
21.54,58.62,46.04,Red,Paddy,22,4,20,20-20,21.97,140.17
27.08,64.97,38.34,Red,Ground Nuts,9,3,18,Urea,18.66,142.3
27.06,51.6,51.94,Clayey,Millets,39,3,0,14-35-14,21.85,116.31
31.67,48.24,38.06,Black,Paddy,28,1,21,14-35-14,19.94,92.45
39.89,63.45,47.15,Sandy,Barley,12,14,19,17-17-17,22.52,112.21
22.85,56.83,57.72,Red,Cotton,9,4,14,28-28,21.28,127.82
33.18,56.59,53.96,Black,Pulses,3,12,25,20-20,22.45,113.38
32.8,44.88,49.08,Red,Pulses,34,0,1,DAP,19.55,90.62
25.71,51.75,70.0,Black,Wheat,18,3,38,14-35-14,28.03,119.4
37.03,70.38,61.08,Black,Cotton,6,6,29,Urea,25.4,136.26
37.68,67.03,20.0,Red,Tobacco,7,7,33,17-17-17,17.75,128.73
24.32,56.65,22.81,Red,Sugarcane,12,0,37,28-28,17.58,127.55
25.38,60.83,22.64,Clayey,Tobacco,40,0,0,DAP,16.61,134.54
34.73,68.13,39.85,Sandy,Barley,24,0,21,20-20,21.53,137.35
35.89,52.9,44.55,Red,Barley,20,0,19,20-20,20.05,110.09
34.17,68.22,31.05,Loamy,Tobacco,16,3,9,28-28,17.23,140.94
26.14,57.83,37.34,Sandy,Maize,38,0,0,14-35-14,18.95,123.52
34.08,62.7,32.05,Black,Maize,21,1,18,DAP,18.68,122.94
24.46,65.27,48.51,Red,Millets,28,0,24,20-20,24.03,157.46
31.49,47.25,30.78,Loamy,Cotton,35,0,0,17-17-17,16.13,93.32
25.74,52.83,35.38,Red,Maize,7,17,13,14-35-14,17.91,120.75
40.0,63.46,40.95,Red,Maize,11,1,35,Urea,21.59,118.5
36.68,65.54,46.65,Red,Tobacco,7,15,18,28-28,21.88,131.48
30.4,44.22,31.39,Loamy,Maize,44,2,0,28-28,17.6,107.72
26.5,57.72,35.19,Red,Pulses,16,0,8,28-28,16.41,138.24
29.16,51.64,30.31,Clayey,Maize,18,0,32,28-28,18.73,115.12
35.74,79.96,27.81,Clayey,Millets,8,0,41,10/26/2026,20.91,158.72
32.83,69.35,43.35,Red,Pulses,25,0,32,20-20,24.15,142.13
32.97,44.31,46.49,Red,Maize,33,2,0,DAP,18.98,87.8
33.07,62.75,57.16,Clayey,Pulses,7,11,27,DAP,24.46,128.84
26.12,46.35,49.55,Loamy,Oil seeds,0,22,14,Urea,19.95,118.27
30.64,61.94,52.25,Red,Pulses,14,13,9,20-20,22.04,133.94
25.99,60.98,37.81,Loamy,Paddy,39,0,0,17-17-17,19.51,139.04
30.96,71.01,55.69,Red,Oil seeds,9,16,15,28-28,24.24,156.04
22.33,48.89,28.54,Black,Tobacco,6,19,17,DAP,16.9,110.65
25.13,69.36,50.28,Clayey,Barley,9,2,8,DAP,19.84,149.96
37.01,72.38,44.71,Sandy,Oil seeds,8,0,13,DAP,19.33,142.39
37.11,61.41,60.83,Sandy,Maize,8,13,16,14-35-14,23.86,106.96
30.01,67.64,26.5,Red,Wheat,38,2,3,28-28,18.51,134.76
21.44,57.52,58.64,Black,Cotton,7,0,5,28-28,19.28,127.79
30.58,53.33,39.94,Red,Cotton,14,1,16,28-28,17.97,104.19
33.31,63.71,32.94,Loamy,Paddy,6,0,37,14-35-14,19.41,141.04
32.27,66.81,57.12,Red,Oil seeds,16,3,11,10/26/2026,22.61,138.48
38.18,72.68,52.23,Clayey,Barley,42,0,0,14-35-14,24.01,131.22
28.07,57.06,54.6,Black,Oil seeds,12,0,17,14-35-14,20.98,123.12
28.94,58.91,26.54,Clayey,Maize,32,0,3,Urea,16.45,125.74
28.86,52.28,28.12,Red,Wheat,13,0,40,10/26/2026,18.8,109.37
30.07,62.6,54.75,Clayey,Ground Nuts,8,15,17,20-20,23.21,137.48
38.21,60.25,49.83,Black,Barley,13,4,38,17-17-17,24.24,117.74
40.0,80.0,53.26,Sandy,Sugarcane,39,0,4,17-17-17,25.1,153.1
34.24,66.72,42.15,Clayey,Millets,26,4,23,DAP,23.05,138.19
24.27,51.0,30.89,Red,Sugarcane,17,1,18,17-17-17,16.68,110.63
29.16,58.29,45.56,Red,Tobacco,23,0,19,14-35-14,21.24,120.92
36.0,70.93,50.56,Sandy,Oil seeds,5,8,23,10/26/2026,22.61,149.01
26.84,45.54,50.57,Loamy,Barley,12,14,17,17-17-17,21.12,105.52
33.62,58.44,32.87,Clayey,Cotton,27,3,20,28-28,19.92,122.24
40.0,72.84,61.46,Loamy,Cotton,13,0,37,28-28,27.08,136.26
38.79,66.25,48.58,Black,Cotton,38,0,0,DAP,22.04,129.08
39.46,66.35,42.08,Sandy,Sugarcane,4,4,26,20-20,20.15,116.15
36.94,59.89,32.39,Black,Sugarcane,5,9,34,20-20,19.67,122.5
25.12,58.53,38.28,Sandy,Maize,37,0,4,20-20,19.66,132.2
29.65,73.8,41.76,Black,Sugarcane,16,0,6,17-17-17,19.03,162.12
28.43,60.42,24.64,Red,Tobacco,17,3,21,DAP,17.12,136.63
25.87,58.43,64.21,Loamy,Barley,5,4,29,28-28,24.38,135.5
23.42,55.62,26.64,Sandy,Pulses,12,16,10,20-20,16.59,134.26
30.41,57.63,37.84,Red,Paddy,10,10,16,14-35-14,18.73,125.08
30.87,53.52,41.73,Black,Oil seeds,8,2,31,DAP,19.85,119.94
39.05,67.42,25.24,Black,Millets,7,1,32,10/26/2026,17.79,133.78
27.98,63.97,45.35,Loamy,Barley,12,17,18,17-17-17,22.52,136.12
29.25,42.98,64.69,Black,Barley,10,11,16,28-28,22.79,83.56
29.23,44.55,33.21,Clayey,Barley,12,9,30,14-35-14,18.75,97.66
29.67,64.88,33.45,Sandy,Millets,43,2,3,28-28,20.38,127.76
33.14,49.95,36.02,Clayey,Barley,5,2,27,DAP,17.3,97.64
25.08,59.42,37.34,Sandy,Sugarcane,42,0,2,20-20,20.01,131.5
33.11,79.52,30.26,Black,Ground Nuts,14,0,40,10/26/2026,22.1,158.98
22.22,54.98,60.43,Loamy,Paddy,15,8,18,10/26/2026,23.73,132.67
27.93,47.92,50.02,Black,Ground Nuts,19,4,17,17-17-17,20.8,105.32
32.24,72.15,27.8,Red,Tobacco,19,0,20,20-20,18.62,141.53
38.46,72.39,28.01,Black,Ground Nuts,13,2,42,10/26/2026,21.39,144.16
27.68,68.09,32.86,Red,Barley,44,4,1,10/26/2026,20.73,141.46
34.36,69.3,43.14,Loamy,Sugarcane,24,2,16,Urea,21.86,140.98
36.56,56.18,45.38,Loamy,Wheat,24,0,14,10/26/2026,20.39,101.55
30.88,44.61,40.83,Clayey,Barley,4,13,17,Urea,17.73,100.58
30.02,44.98,45.58,Loamy,Barley,21,0,22,28-28,20.06,90.61
39.16,66.36,55.82,Clayey,Maize,14,16,20,17-17-17,25.3,125.63
32.33,57.56,43.39,Red,Maize,15,0,39,DAP,22.53,121.74
27.38,66.23,51.93,Loamy,Paddy,9,13,8,10/26/2026,21.51,141.22
20.05,52.7,59.86,Black,Oil seeds,36,0,0,10/26/2026,22.64,127.74
24.55,42.48,48.77,Sandy,Tobacco,20,0,23,17-17-17,20.45,96.53
26.95,60.35,33.66,Sandy,Pulses,7,9,9,10/26/2026,16.52,138.15
30.28,66.13,41.03,Red,Oil seeds,42,1,1,28-28,21.42,136.83
27.97,47.42,60.83,Clayey,Maize,13,3,18,DAP,22.01,99.93
27.95,52.18,27.86,Red,Paddy,41,1,0,28-28,17.09,111.04
33.97,59.11,56.95,Black,Paddy,15,0,33,14-35-14,24.5,119.73
28.44,69.02,25.51,Loamy,Paddy,37,0,0,17-17-17,17.55,154.01
27.49,53.12,50.69,Clayey,Tobacco,27,4,18,28-28,22.8,119.68
31.42,52.17,52.65,Sandy,Ground Nuts,11,8,17,10/26/2026,21.15,109.97
38.35,71.0,65.66,Clayey,Maize,16,0,35,Urea,27.88,129.47
38.14,63.81,36.37,Loamy,Tobacco,11,3,34,14-35-14,20.86,120.37
24.54,57.8,26.75,Black,Ground Nuts,15,15,15,10/26/2026,17.88,124.64
33.14,50.91,52.07,Red,Maize,16,0,38,14-35-14,23.61,108.16
30.52,62.93,53.95,Clayey,Oil seeds,34,0,3,14-35-14,22.63,135.75
30.61,69.73,64.16,Loamy,Paddy,39,3,0,20-20,26.11,152.75
31.52,62.74,54.75,Sandy,Maize,33,0,3,DAP,22.62,129.6
26.58,56.37,50.42,Clayey,Millets,18,3,16,10/26/2026,21.27,121.38
36.99,56.66,46.46,Clayey,Oil seeds,34,1,0,DAP,20.21,105.46
22.61,52.77,41.72,Black,Paddy,10,1,4,10/26/2026,15.87,116.86
36.86,57.94,35.72,Loamy,Cotton,7,9,35,Urea,20.59,116.44
23.83,51.13,40.03,Clayey,Oil seeds,18,0,19,28-28,18.67,116.7
25.43,62.17,53.4,Red,Tobacco,39,0,0,17-17-17,22.75,139.66
38.58,64.3,54.91,Sandy,Paddy,21,3,19,28-28,23.86,126.56
25.67,44.93,45.94,Sandy,Millets,19,0,15,20-20,18.78,99.93
40.0,68.24,47.7,Black,Millets,10,10,32,20-20,24.16,130.73
29.44,68.03,20.57,Clayey,Barley,41,0,4,10/26/2026,17.67,145.73
38.82,63.69,51.13,Sandy,Wheat,4,23,20,28-28,23.64,121.55
28.68,58.87,64.36,Red,Barley,8,16,12,14-35-14,24.16,131.01
36.07,68.41,54.45,Clayey,Maize,16,9,9,28-28,22.83,132.7
25.12,59.52,64.6,Clayey,Oil seeds,39,0,0,17-17-17,24.72,145.18
23.48,47.79,30.27,Clayey,Pulses,14,14,7,10/26/2026,16.08,116.58
27.05,69.98,52.83,Loamy,Cotton,8,3,11,DAP,20.86,150.94
30.76,67.49,42.88,Sandy,Ground Nuts,14,3,35,10/26/2026,23.12,140.71
26.44,47.39,51.83,Sandy,Oil seeds,8,1,4,DAP,17.05,107.25
31.34,52.86,27.31,Red,Pulses,34,0,1,DAP,16.0,115.02
29.79,66.3,62.12,Loamy,Paddy,6,0,10,DAP,21.45,132.15
29.14,69.95,21.5,Loamy,Ground Nuts,0,16,17,10/26/2026,16.25,143.83
30.96,59.31,60.38,Sandy,Paddy,6,0,18,Urea,21.61,122.43
25.01,54.68,64.61,Clayey,Oil seeds,11,4,8,10/26/2026,21.84,126.21
31.64,68.37,49.45,Black,Paddy,41,0,0,28-28,22.88,139.83
30.97,55.28,50.63,Sandy,Cotton,11,0,36,20-20,22.7,111.8
33.8,58.8,28.44,Sandy,Ground Nuts,20,0,18,DAP,17.27,121.48
22.15,57.99,69.1,Red,Millets,40,1,0,14-35-14,25.77,137.5
26.8,54.9,42.04,Sandy,Pulses,14,4,44,Urea,23.2,125.49
28.23,66.99,61.65,Red,Maize,8,0,34,28-28,25.33,151.18
25.96,52.8,57.24,Red,Wheat,18,0,21,17-17-17,22.58,126.89
30.27,58.16,31.73,Red,Maize,11,8,12,20-20,16.81,123.63
32.92,63.87,70.0,Sandy,Wheat,9,5,32,17-17-17,27.29,131.45
37.04,63.94,35.24,Sandy,Barley,6,16,22,28-28,20.04,123.39
29.99,45.6,70.0,Clayey,Barley,32,0,3,28-28,23.81,99.62
26.87,55.79,38.33,Clayey,Maize,17,0,22,10/26/2026,19.09,112.19
22.21,46.25,51.97,Loamy,Barley,9,0,9,28-28,17.72,115.97
26.15,60.28,36.97,Sandy,Barley,8,14,20,14-35-14,19.72,135.09
31.44,57.35,51.14,Clayey,Tobacco,14,0,37,20-20,23.61,127.77
34.23,53.35,37.66,Clayey,Paddy,5,0,11,28-28,15.27,113.3
35.68,57.04,20.58,Sandy,Paddy,9,2,34,10/26/2026,16.57,113.37
25.31,65.02,24.18,Clayey,Barley,10,18,17,17-17-17,18.09,149.05
26.8,52.7,41.8,Loamy,Ground Nuts,6,3,15,DAP,17.23,121.32
34.58,76.12,42.72,Clayey,Paddy,15,0,33,17-17-17,23.36,145.56
31.61,56.45,63.08,Sandy,Sugarcane,9,0,35,28-28,24.86,110.52
40.0,58.59,31.87,Sandy,Sugarcane,40,1,0,17-17-17,18.38,102.57
25.71,62.35,59.19,Sandy,Paddy,10,0,34,10/26/2026,24.67,128.34
33.66,63.43,49.93,Black,Paddy,5,22,19,Urea,23.23,129.49
35.45,74.57,35.05,Black,Wheat,12,0,36,Urea,21.67,149.87
37.13,72.24,29.37,Clayey,Ground Nuts,39,1,0,10/26/2026,19.1,140.73
30.16,43.34,25.27,Clayey,Pulses,9,0,44,10/26/2026,17.34,95.77
33.64,65.14,52.79,Sandy,Tobacco,16,11,10,DAP,22.62,137.54
27.64,53.33,51.15,Red,Cotton,11,1,34,10/26/2026,22.46,115.15
35.7,73.21,36.23,Red,Sugarcane,9,4,9,DAP,17.87,150.72
25.56,46.39,20.0,Black,Paddy,5,12,26,28-28,15.09,108.34
